Table 5,Characterization factors of the subbasins,Unnamed: 2,Unnamed: 3
,,,
HUC8 ID,Subbasin,Scaled Power Consumption (MWh),Characterization factor
10130204,Upper Cannonball,608.4116155327051,5.028465654084949
10130205,Cedar,173.8318987928215,5.40837768717839
10130206,Lower Cannonball,855.0332234769263,1.0678996214346628
10130301,North Fork Grand,380.39896539516354,6.517787019136723
10130302,South Fork Grand,309.8505847824279,4.180104958700522
10130303,Grand,12331.186791446302,2.8041176412487605
10130304,South Fork Moreau,0,6.2417487346152365
10130305,Upper Moreau,206.56706660234204,4.175342990071525
10130306,Lower Moreau,826.2682665085227,2.912999849631782
10140101,Fort Randall Reservoir,1859.1035692780624,0.1
10140102,Bad,1633.4124659775498,3.2313785248108804
10140103,Medicine Knoll,206.56706660234204,4.043152242907216
10140104,Medicine,516.4176513847699,2.176063028345283
10140105,Crow,267332.3562222838,2.2225386304725117
10140201,Upper White,116947.35517210019,6.3166777281122375
10140202,Middle White,619.7011695648558,2.2335471331336763
10140203,Little White,516.4176513847699,3.680353290319747
10140204,Lower White,10141.37847766297,0.8528116551766137
10150001,Ponca,879.767904489745,1.4527607585521374
10150002,Niobrara Headwaters,779.1495308025915,14.710614866921862
10150003,Upper Niobrara,933.2676029553077,6.266631530297587
10150004,Middle Niobrara,933.2676029553077,1.4396570009082221
10150005,Snake,2862.9495704309866,2.3975014232359597
10150006,Keya Paha,453.2588768364745,2.1618077943129284
10150007,Lower Niobrara,816.6091601836197,0.33093262799884077
10160001,James Headwaters,782.2435749090216,3.057963374828745
10160002,Pipestem,434.5797469820538,3.4478474441432643
10160003,Upper James,5842.039357771688,1.2848493789145408
10160004,Elm,624.7792145585505,1.5332057383566566
10160005,Mud,722.9847483284368,2.038473340669813
10160006,Middle James,1962.3870874581487,0.4908791365910152
10160007,North Fork Snake,309.8505847824279,2.6926652727491227
10160008,Snake,2862.9495704309866,1.583985996965862
10160009,Turtle,2502.4030508770097,2.2219795115140144
10160010,Lower James,834953.8454476164,0.3723088015957261
10170101,Lewis and Clark Lake,4796.375558137333,0.1
10170102,Vermillion,47804.83797399009,1.173660345555926
10170103,Lake Thompson,413.1341332046841,1.393835485999629
10170201,Middle Big Sioux Coteau,1342.6859783776329,1.511858462292471
10170202,Upper Big Sioux,2065.6706056382345,0.7558537450698132
10170203,Lower Big Sioux,20202.747668729975,0.4099775438332039
10170204,Rock,208.32750963359203,0.8259977714760722
10180001,North Platte Headwaters,237.76997906499443,0.6653723507401039
10180002,Upper North Platte,818.7489979822616,0.6215266236755447
10180003,Pathfinder-Seminoe Reservoirs,0,0.16977171998052443
10180004,Medicine Bow,545.8326451600609,1.5435267518096947
10180005,Little Medicine Bow,272.91632258003045,2.049447083576445
10180006,Sweetwater,764.6631710587584,9.65995725292587
10180007,Middle North Platte-Casper,2566.9058660976298,0.5584200582076105
10180008,Glendo Reservoir,818.7489979822616,0.3430655640147959
10180009,Middle North Platte-Scotts Bluff,3270.7163164309177,1.0293607658819905
10180010,Upper Laramie,3556.326268786031,2.2189974080517527
10180011,Lower Laramie,818.7489979822616,2.0791527192011077
10180012,Horse,2492.690687693806,19.189497945904254
10180013,Pumpkin,116.65845040659644,100
10180014,Lower North Platte,933.2676029553077,0.40342961739506905
10190001,South Platte Headwater,18326.427839688815,1.5153491592624513
10190002,Upper South Platte,146997.351231205,0.7658935700333236
10190003,Middle South Platte-Cherry Creek,491211.2998025222,1.1177021026913545
10190004,Clear,12365.979037025636,0.8525849891326094
10190005,St. Vrain,110440.62521653272,3.6923564717652355
10190006,Big Thompson,12053.262293201149,3.8323228766723627
10190007,Cache La Poudre,24105.087618581,6.976250697001256
10190008,Lone Tree-Owl,3104.1764364830237,100
10190009,Crow,267332.3562222838,96.1531447156064
10190010,Kiowa,10119.502481612528,22.421232247806
10190011,Bijou,8444.695125346938,46.282781541803836
10190012,Middle South Platte-Sterling,2615.4698607389137,1.6590996210531306
10190013,Beaver,870.4144200831486,100
10190014,Pawnee,1332.3083881916575,36.51511137347814
10190015,Upper Lodgepole,2861.9577818312778,10.222547183145567
10190016,Lower Lodgepole,349.9753586563886,4.139309815243669
10190017,Sidney Draw,233.31690071403827,11.004091461326926
10190018,Lower South Platte,466.6338015272311,0.6899513903225262
10200101,Middle Platte-Buffalo,1866.53520600977,0.40162612409948373
10200102,Wood,1283.2429313695259,2.3020136872160837
10200103,Middle Platte-Prairie,1049.9260458261501,0.1
10200201,Lower Platte-Shell,933.2676029553077,0.1
10200202,Lower Platte,25849.36133275111,0.1
10200203,Salt,35781.36371490632,0.8186274177299144
10210001,Upper Middle Loup,466.6338015272311,2.6430826478880918
10210002,Dismal,233.31690071403827,2.4206374785038323
10210003,Lower Middle Loup,1399.901434724709,0.47210145712885365
10210004,South Loup,699.9507174119318,1.2645179304111522
10210005,Mud,722.9847483284368,1.6057318810720849
10210006,Upper North Loup,466.6338015272311,1.833046115282085
10210007,Lower North Loup,699.9507174119318,0.4208072851083391
10210008,Calamus,233.31690071403827,1.479867629393486
10210009,Loup,1166.5845490821785,0.18442427661582111
10210010,Cedar,173.8318987928215,1.2342404490340444
10220001,Upper Elkhorn,1633.2183203672394,1.3026475277824983
10220002,North Fork Elkhorn,933.2676029553077,1.0945033665818436
10220003,Lower Elkhorn,4887.8205526297115,0.33218371899408966
10220004,Logan,2075.580745574418,0.878042341926445
10230001,Blackbird-Soldier,6660.922708429323,0.1
10230002,Floyd,1987.540561349501,0.8294586846633109
10230003,Little Sioux,7155.6744259768575,0.5824591235081393
10230004,Monona-Harrison Ditch,2512.113477470621,0.863263260685166
10230005,Maple,10437.606886596037,0.6920647107830576
10230006,Big Papillion-Mosquito,627927.0413404241,0.1
10230007,Boyer,5375.937429257552,0.655441950287516
10240001,Keg-Weeping Water,8878.55775005966,0.1
10240002,West Nishnabotna,10387.54734148025,0.5987923716116751
10240003,East Nishnabotna,2520.635548993279,0.5651607988719788
10240004,Nishnabotna,132.665029708495,0.1
10240005,Tarkio-Wolf,3311.5360322725196,0.1
10240006,Little Nemaha,3555.1870553576778,0.6553681335132759
10240007,South Fork Big Nemaha,1273.6359926890245,0.5942489184835222
10240008,Big Nemaha,2171.8687285364467,0.3901941230492636
10240009,West Nowaway,1061.3202375688054,0.5458863802040959
10240010,Nowaway,1767.115838685906,0.30306301597581053
10240011,Independence-Sugar,13601.7936771074,0.1
10240012,Platte,39234.41687476809,0.34183147769848576
10240013,One Hundred and two,2080.769419698725,0.5106946098851508
10250001,Arikaree,1426.6198140047811,26.960386685274216
10250002,North Fork Republican,1422.1668113088274,25.378694141258475
10250003,South Fork Republican,1802.4585670208562,19.195261667349445
10250004,Upper Republican,1049.9260458261501,1.9831792860450221
10250005,Frenchman,1655.483696951358,7.1166406997135
10250006,Stinking Water,942.1737898993904,11.496788042272822
10250007,Red Willow,349.9753586563886,4.89633498509512
10250008,Medicine,516.4176513847699,3.226425629263245
10250009,Harlan County Reservoir,1399.901434724709,0.47387280338283966
10250010,Upper Sappa,552.2749744390245,6.3665900013688494
10250011,Lower Sappa,509.4543728620426,0.8891748272915522
10250012,South Fork Beaver,375.8387226747505,12.645512769541897
10250013,Little Beaver,276.13748721951225,8.232570482135332
10250014,Beaver,870.4144200831486,2.125821056780414
10250015,Prairie Dog,966.4812053674473,3.2415422674726107
10250016,Middle Republican,2068.8347915502354,0.5561413884125301
10250017,Lower Republican,2649.4976278842155,0.3400889303846304
10260001,Smoky Hill Headwaters,651.9762402355876,11.101194098804422
10260002,North Fork Smoky Hill,0,18.760447692539046
10260003,Upper Smoky Hill,552.2749744390245,3.265408460050251
10260004,Ladder,237.76997906499443,18.557870680158334
10260005,Hackberry,552.2749744390245,7.259066015922872
10260006,Middle Smoky Hill,1242.6186925869595,0.984863819568631
10260007,Big,11657.445426327396,2.7198117348893818
10260008,Lower Smoky Hill,2071.031154245496,0.21972120901848544
10260009,Upper Saline,19457.474546580517,2.919280169693709
10260010,Lower Saline,3019.372092679116,0.7867010092864837
10260011,Upper North Fork Solomon,828.4124617576913,3.9919942831063744
10260012,Lower North Fork Solomon,1380.6874361967157,1.2658770711316827
10260013,Upper South Fork Solomon,966.4812053674473,4.330118448978977
10260014,Lower South Fork Solomon,690.3437180487805,1.2671353599285455
10260015,Solomon,1932.96241063574,0.5733545556839439
10270101,Upper Kansas,2918.524351268016,0.1
10270102,Middle Kansas,14489.498977178424,0.1
10270103,Delaware,4372.078840123545,0.5236500577588168
10270104,"Lower Kansas, Kansas",79007.87874276782,0.1
10270201,Upper Big Blue,3587.3416321993486,1.0395287030389604
10270202,Middle Big Blue,2974.8534434189305,0.2760240776692895
10270203,West Fork Big Blue,10566.492446896065,1.0970175727510345
10270204,Turkey,3847.2858762212445,0.967154393486604
10270205,Lower Big Blue,4049.3100993656462,0.16236776663433705
10270206,Upper Little Blue,3849.7289152755684,1.2909468287430372
10270207,Lower Little Blue,2240.1171979573173,0.3967440451027954
10280101,Upper Grand,36935.489055354425,0.28417027275085904
10280102,Thompson,3935.467191333841,0.4739020215340902
10280103,Lower Grand,96602.02039629816,0.13876343272309252
10280201,Upper Chariton,2440.9087661100334,0.4534428977666702
10280202,Lower Chariton,1289.2740327744596,0.19253720151810044
10280203,Little Chariton,1785.9093497822894,0.44264054962530625
10290101,Upper Marais Des Cygnes,12495.396198060074,0.4986178095660543
10290102,Lower Marais Des Cygnes,13093.704496291504,0.19570672558528313
10290103,Little Osage,3150.5973252873478,0.13151254937045237
10290104,Marmaton,1820.8133139044487,0.38462224661511274
10290105,Harry S,2929.5347302092573,0.1
10290106,Sac,9719.597421755198,0.4201413965401814
10290107,Pomme De Terre,1157.475320272866,0.4242214739533912
10290108,South Grand,12459.760556756582,0.41287365255160885
10290109,Lake of the Ozarks,23059.530816934588,0.1
10290110,Niangua,4396.026529439302,0.43552260568706086
10290111,Lower Osage,4748.865081719443,0.1
10290201,Upper Casconade,2684.188927479213,0.43299064658178255
10290202,Big Piney,1719.0320033433343,0.4271956117323294
10290203,Lower Gasconade,1575.7793060649947,0.1272843157947656
10300101,Lower Missouri-Crooked,131118.27527369736,0.1
10300102,Lower Missouri-Moreau,25776.399385913246,0.1
10300103,Lamine,1575.7793060649947,0.17861502209422608
10300104,Blackwater,9297.139519108787,0.42563638144024946
10300200,Lower Missouri,25410.735604905763,0.1
11010001,Beaver Reservoir,17235.45162088491,0.2505644604029614
11010002,James,12396.592068919,0.3936286598039817
11010003,Bull Shoals Lake,9867.979847301136,0.15879995390095916
11010004,Middle White,619.7011695648558,0.1
11010005,Buffalo,1603.545272731846,0.3838819308853167
11010006,North Fork White,3614.298336041782,0.4303664564130144
11010007,Upper Black,2986.2233063768017,0.40026735353610843
11010008,Current,2644.653671169346,0.4211673530675411
11010009,Lower Black,2864.9111187378744,0.1
11010010,Spring,29010.185192352274,0.18725447318998067
11010011,Eleven Point,1355.3796383948863,0.384633464412892
11010012,Strawberry,2512.3001186599226,0.36156242656474147
11010013,Upper White-Village,1674.8667860961752,0.1
11010014,Little Red,4815.242055488914,0.31502651290000366
11020001,Arkansas Headwaters,2139.9298420254295,1.6612949351673088
11020002,Upper Arkansas,13220.771575761917,1.0049806951315003
11020003,Fountain,99001.01308074071,3.6129025365453806
11020004,Chico,5305.934145121189,27.779352748666316
11020005,Upper Arkansas-Lake Meredith,2183.6723931157153,1.062604108184467
11020006,Huerfano,1708.1324954700665,5.678724468738011
11020007,Apishapa,475.53995812998886,36.765656940943984
11020008,Horse,2492.690687693806,100
11020009,Upper Arkansas-John Martin Reservoir,2139.9298420254295,2.6994424170380658
11020010,Purgatorie,1426.6198140047811,34.570652773758816
11020011,Big Sandy,3080.022981920247,21.417414691315976
11020012,Rush,4727.4756600756655,47.82682597251883
11020013,Two Butte,237.76997906499443,57.09318590349371
11030001,Middle Arkansas-Lake McKinney,966.4812053674473,1.6748400465318116
11030002,Whitewoman,790.0449838453437,17.428490259414435
11030003,Arkansas-Dodge City,414.20623082926835,0.6925617981690296
11030004,Coon-Pickerel,1104.5499489772035,0.5815384877192541
11030005,Pawnee,1332.3083881916575,3.114377764033899
11030006,Buckner,414.20623082926835,3.858135955925254
11030007,Upper Walnut Creek,552.2749744390245,4.69494086675609
11030008,Lower Walnut Creek,1656.8249234162279,1.7321006067424385
11030009,Rattlesnake,1242.6186925869595,2.2607180575404033
11030010,Gar-Peace,2717.3561116305427,0.1259135787370533
11030011,Cow,1242.6186925869595,1.4115870705045763
11030012,Little Arkansas,7815.234932202398,0.7920050378689943
11030013,Middle Arkansas-Slate,19361.230621701012,0.1
11030014,North Fork Ninnescah,1872.2666162338555,1.251456051871734
11030015,South Fork Ninnescah,552.2749744390245,1.190423900641471
11030016,Ninnescah,3777.8872998448583,0.20200546960781074
11030017,Upper Walnut River,6926.126555074141,0.6407648109061249
11030018,Lower Walnut River,6848.753484798433,0.3209835838094453
11040001,Cimarron Headwaters,379.3695640630543,14.100062441816604
11040002,Upper Cimarron,523.1344957832594,8.631732001583268
11040003,North Fork Cimarron,414.20623082926835,14.136330242371715
11040004,Sand Arroyo,475.53995812998886,31.462171103667835
11040005,Bear,2209.5908296132898,100
11040006,Upper Cimarron-Liberal,1113.7770692024667,4.708962523634947
11040007,Crooked,828.4124617576913,7.165245410496726
11040008,Upper Cimarron-Bluff,1123.0040684590494,1.7512548020784304
11050001,Lower Cimarron-Eagle Chief,2853.6453487348253,1.0600103215187693
11050002,Lower Cimarron-Skeleton,26642.75157586634,0.5907693702377994
11050003,Lower Cimarron,15793.89978384167,0.18419156423951175
11060001,Kaw Lake,1408.368675903825,0.1
11060002,Upper Salt Fork Arkansas,699.5707777897035,1.978772111603325
11060003,Medicine Lodge,1113.7770692024667,1.7745706178492675
11060004,Lower Salt Fork Arkansas,4832.743239627355,0.40142298919217007
11060005,Chikaskia,5237.72465002446,0.927192289904477
11060006,Black Bear-Red Rock,12856.632878542474,0.1
11070101,Upper Verdigris,71575.11401529588,0.4878389110247514
11070102,Fall,828.4124617576913,0.5116990555156596
11070103,Middle Verdigris,3460.711017247783,0.1700282905336513
11070104,Elk,4366.157157567489,0.4753566073933285
11070105,Lower Verdigris,13361.731926654587,0.1
11070106,Caney,19129.97562520884,0.5326218660878967
11070107,Bird,44261.031191044414,0.5216967322483506
11070201,Neosho Headwaters,966.4812053674473,0.23180080108133883
11070202,Upper Cottonwood,1242.6186925869595,0.6965170531041366
11070203,Lower Cottonwood,966.4812053674473,0.3303534799632282
11070204,Upper Neosho,1794.893667025984,0.17428706548622955
11070205,Middle Neosho,2347.1686415641625,0.12603986659908298
11070206,Lake O Cherokees,3608.1319138154104,0.1
11070207,Spring,29010.185192352274,0.38901718004420915
11070208,Elk,4366.157157567489,0.4313900694655289
11070209,Lower Neosho,1099780.1916747505,0.1
11080001,Canadian Headwaters,569.0543461937361,3.532013309976258
11080002,Cimarron,569.0543461937361,2.1949500484438897
11080003,Upper Canadian,758.7391282252634,1.075592750658369
11080004,Mora,1138.1086922883176,2.1773997450986284
11080005,Conchas,189.68478203152716,24.151155667190913
11080006,Upper Canadian-Ute Reservoir,948.4239102567905,1.0198223864185971
11080007,Ute,569.0543461937361,17.22917955489337
11080008,Revuelto,189.68478203152716,13.624757867601142
11090101,Middle Canadian-Trujillo,862.1881058795038,0.7903943032320103
11090102,Punta de Agua,482.81854181644957,5.7112017383940525
11090103,Rita Blanca,879.4012791564579,11.944241491051606
11090104,Carrizo,569.0543461937361,11.76080288653839
11090105,Lake Meredith,6502.161482217364,0.718880168417895
11090106,Middle Canadian-Spring,3714.7727950742797,0.8548601398830864
11090201,Lower Canadian-Deer,3139.010077247436,0.47634732375777233
11090202,Lower Canadian-Walnut,25166.05212434368,0.21191399650954723
11090203,Little,2468.0654254307096,0.6048824961915623
11090204,Lower Canadian,4280.468265188332,0.1
11100101,Upper Beaver,1331.1429093889274,10.839181455405734
11100102,Middle Beaver,1426.8226743178354,1.3320079397697129
11100103,Coldwater,25437.050321118,7.8789016330967225
11100104,Palo Duro,1457.8995253183205,5.784279420759977
11100201,Lower Beaver,856.0936408813054,1.261992447219434
11100202,Upper Wolf,879.4012791564579,6.7180601105179685
11100203,Lower Wolf,1442.3610998676552,2.504390201650427
11100301,Middle North Canadian,16103.025076209397,0.6035703958535747
11100302,Lower North Canadian,37119.47516802938,0.17472089217953068
11100303,Deep Fork,49253.32095402772,0.6068234269318121
11110101,Polecat-Snake,34538.32840816609,0.1
11110102,Dirty-Greenleaf,2568.280862258731,0.1
11110103,Illinois,19241.81510567565,0.4087992622834391
11110104,Robert S,9225.66198718175,0.1
11110105,Poteau,8834.580142445331,0.35213102245725864
11110201,Frog-Mulberry,6251.093468138165,0.1
11110202,Dardanelle Reservoir,4958.96837598933,0.1
11110203,Lake Conway-Point Remove,11176.643142192697,0.1
11110204,Petit Jean,3118.923755020926,0.3703250707811237
11110205,Cadron,6613.661571069637,0.3056162676839548
11110206,Fourche La Fave,6007.037934807789,0.31476615928743923
11110207,Lower Arkansas-Maumelle,32432.419070901466,0.1
11120101,Tierra Blanca,2383.3228112504853,3.750491993029575
11120102,Palo Duro,1457.8995253183205,3.1924397938815234
11120103,Upper Prairie Dog Town Fork Red,9830.788136379504,1.1585590528901168
11120104,Tule,879.4012791564579,2.46070381253549
11120105,Lower Prairie Dog Town Fork Red,1172.5350388422255,0.6596176814754592
11120201,Upper Salt Fork Red,586.2675194706902,4.329510505021011
11120202,Lower Salt Fork Red,2013.0901937885258,1.916010655686523
11120301,Upper North Fork Red,5084.475512464108,3.92917427885205
11120302,Middle North Fork Red,2028.6286193383453,1.8565938869145688
11120303,Lower North Fork Red,3709.7390501996265,0.653257437844077
11120304,Elm Fork Red,570.7290939208702,1.9891179315061729
11130101,Groesbeck-Sandy,2028.6286193383453,0.3877496244636777
11130102,Blue-China,1864.2052167486836,0.10805880679634812
11130103,North Pease,1172.5350388422255,3.593734816248619
11130104,Middle Pease,1465.6687380436529,3.8832677772176827
11130105,Pease,586.2675194706902,0.653282876785916
11130201,Farmers-Mud,6019.096264240161,0.14786939473719918
11130202,Cache,1403.2033622199278,0.4561016151980789
11130203,West Cache,4800.613354575665,1.0956125533960288
11130204,North Witchita,293.13375968576776,2.0137761504188227
11130205,South Witchita,0,2.1428174980795585
11130206,Witchita,6012.956228356847,0.52218800934457
11130207,Southern Beaver,1008.1115758673782,1.33390807351282
11130208,Norhtern Beaver,1699.5411899027163,0.9377730083389116
11130209,Little Witchita,4289.867138927869,1.2703513873449654
11130210,Lake Texoma,4192.5096607543655,0.1
11130301,Washita Headwaters,1712.1872818617655,2.7596154896406424
11130302,Upper Washita,13715.488434201012,1.0827419462021237
11130303,Middle Washita,10744.099351848809,0.3810278888333808
11130304,Lower Washita,1426.8226743178354,0.1
11140101,Bois D Arc-Island,9160.245089973183,0.1
11140102,Blue,1997.5517683378605,0.45164191477957577
11140103,Muddy Boggy,3139.010077247436,0.26463508471011976
11140104,Clear Boggy,1712.1872818617655,0.4633955226114161
11140105,Kiamichi,3834.805122767669,0.3537490241899288
11140106,Pecan-Waterhole,2086.3279870954825,0.1
11140107,Upper Little,2773.496141830377,0.32530329193695257
11140108,Mountain Fork,1274.810307163179,0.2682245286419422
11140109,"Lower Little Arkansas, Oklahoma",3559.091996158952,0.1479064863985074
11140201,McKinney-Posten Bayous,3858.093636885948,0.1
11140202,Middle Red-Coushatta,0,0.1
11140203,Loggy Bayou,5268.5570033911445,0.20477821884483108
11140204,Red Chute,6517.039038115784,0.1332493028643868
11140205,Bodcau Bayou,892.4980575850194,0.3670609122409818
11140206,Bayou Pierre,5924.118400944221,0.3592260789389394
11140207,Lower Red-Lake Latt,4956.917017162625,0.1
11140208,Saline Bayou,1366.2793883046702,0.12352947015834533
11140209,Black Lake Bayou,2732.5587766093404,0.35895149099615836
11140301,Sulfur Headwater,23674.667325943323,0.401517985838769
11140302,Lower Sulfer,9784.175764862319,0.18585859870005383
11140303,White Oak Bayou,2051.9363785821783,0.38818054330023394
11140304,Cross Bayou,12385.100199131168,0.1
11140305,Lake O the Fines,3379.528142386364,0.47345764752552844
11140306,Caddo Lake,4224.2827245877215,0.18591918767106716
11140307,Little Cypress,4724.099657012195,0.4189186192919841
12010001,Upper Sabine,24260.934724346174,0.4625074974169584
12010002,Middle Sabine,20385.411073856918,0.24784106091919403
12010003,Lake Fork,5224.650566311946,0.46442022853684733
12010004,Toledo Bend Reservoir,7359.874919513581,0.13552276610001607
12010005,Lower Sabine,7349.314561317489,0.10343735768340266
12020001,Upper Neches,10818.263936192627,0.4861015201559651
12020002,Middle Neches,3517.6051166258317,0.21544552766375083
12020003,Lower Neches,5715.906694826982,0.1
12020004,Upper Angelina,15200.352651954961,0.4235405885721248
12020005,Lower Angelina,12659.968719833148,0.22195497870674533
12020006,Village,3444.2207458659227,0.3750489719741469
12020007,Pine Island Bayou,8747.53126254878,0.33405860971357626
12030101,Upper West Fork Trinity,33907.79000500817,0.8490636233731236
12030102,Lower West Fork Trinity,1037599.1292353796,0.33283317315778366
12030103,Elm Fork Trinity,633000.4752459811,0.4482260513078511
12030104,Denton,391948.78180865437,0.6630062566348953
12030105,Upper Trinity,1139015.8131236143,0.1
12030106,East Fork Trinity,769803.8447114052,0.5539386149026314
12030107,Cedar,173.8318987928215,0.5022877826369994
12030108,Richland,7276.586944894124,0.26596795251353395
12030109,Chambers,28847.561872842365,0.5751385329421717
12030201,Lower Trinity-Tehuacana,2638.2037769850335,0.1
12030202,Lower Trinity-Kickapoo,13895.09102016207,0.10910695759195724
12030203,Lower Trinity,18409.901729388028,0.1
12040101,West Fork San Jacinto,58559.179111031255,0.15510272679393533
12040102,Spring,29010.185192352274,0.3867290847787053
12040103,East Fork San Jacinto,24839.668692756444,0.4138731225320354
12040104,Buffalo-San Jacinto,641395.156336613,0.1
12040201,Sabine Lake,15562.58862545808,0.1
12040202,East Galveston Bay,9204.950864694014,0.1
12040203,North Galveston Bay,3068.316874219166,0.3513646620524833
12040204,West Galveston Bay,95117.82237389135,0.33974446494104954
12040205,Austin-Oyster,24546.534993555015,0.3494153000425385
12050001,Yellow House Draw,6427.237745036101,14.400095763012885
12050002,Blackwater Draw,3368.792278564648,11.497814794678895
12050003,North Fork Double Mountain Fork Brazos,25552.598418149668,2.1432435226146236
12050004,Double Mountain Fork Brazos,1465.6687380436529,2.5941040730377702
12050005,Running Water Draw,1362.2197603894126,3.600869832349071
12050006,White,3154.3224030124725,1.997970654756356
12050007,Salt Fork Brazos,1758.8025583129158,1.7675089913216446
12060101,Middle Brazos-Millers,2638.2037769850335,0.6849945240791903
12060102,Upper Clear Fork Brazos,11523.885847205862,2.629030304071783
12060103,Paint,5795.414882445608,1.709245767592134
12060104,Lower Clear Fork Brazos,586.2675194706902,0.19595592651623475
12060105,Hubbard,1843.0829268712585,1.2385556279403278
12060201,Middle Brazos-Palo Pinto,17380.9978747315,0.30266258752954145
12060202,Middle Brazos-Lake Whitney,48931.750009252224,0.15721579924860707
12060203,Bosque,3362.2949372908124,0.19859280585246578
12060204,North Bosque,2345.070077783606,0.8131172324383854
12070101,Lower Brazos-Little Brazos,23328.29803404088,0.1
12070102,Yegua,8508.18799615535,0.6336708844897159
12070103,Navasota,14403.344813175583,0.5340634678195769
12070104,Lower Brazos,52747.65498603992,0.1
12070201,Leon,15824.711318597561,0.825616882472191
12070202,Cowhouse,3561.0961499326495,1.0720545823260532
12070203,Lampasas,11234.606978917891,1.051490976357144
12070204,Little,2468.0654254307096,0.11628473554907179
12070205,San Gabriel,48654.57013927384,0.7021603162973601
12080001,Lost Draw,1551.9046030044344,12.522035439541703
12080002,Colorado Headwaters,2638.2037769850335,4.988562706760075
12080003,Monument-Seminole Draws,672.5033238479767,11.778402555880842
12080004,Mustang Draw,1465.6687380436529,6.1870875221626225
12080005,Johnson Draw,30768.758867014272,27.805419101456735
12080006,Sulphur Springs Draw,1948.487400927938,11.848591948476972
12080007,Beals,293.13375968576776,0.7959835409622493
12080008,Upper Colorado,1758.8025583129158,0.817831287518671
12090101,Middle Colorado-Elm,1172.5350388422255,0.5360658037964032
12090102,South Concho,1871.6897472343403,1.8656215899091622
12090103,Middle Concho,1871.6897472343403,11.774065362619272
12090104,North Concho,2164.823567503603,5.007749446431377
12090105,Concho,5908.203304008801,0.8697756191507167
12090106,Middle Colorado,3517.6051166258317,0.30438809096706815
12090107,Pecan Bayou,3099.898213203991,0.8914467348154557
12090108,Jim Ned,2513.6305727646204,1.4406000878670948
12090109,San Saba,1758.8025583129158,1.0683049351392337
12090110,Brady,879.4012791564579,1.3172478917976465
12090201,Buchanan-Lyndon B,2554.989635699002,0.1
12090202,North Llano,293.13375968576776,1.705258158102813
12090203,South Llano,293.13375968576776,1.3805159260250048
12090204,Llano,2931.337476186461,0.8031908050048565
12090205,Austin-Travis Lakes,277560.0350782982,0.1
12090206,Pedernales,1758.8025583129158,0.8499555571893929
12090301,Lower Colorado-Cummins,35305.97136305799,0.11386698493070538
12090302,Lower Colorado,1758.8025583129158,0.1
12090401,San Bernard,16220.98522656444,0.44028566225696475
12090402,East Matagorda Bay,4533.985612262819,0.4489572041686799
12100101,Lavaca,1465.6687380436529,0.22296757352317334
12100102,Navidad,1465.6687380436529,0.5678768110991494
12100201,Upper Guadalupe,13978.089471018293,0.7873043508124503
12100202,Middle Guadalupe,14296.045725063608,0.33090016794029126
12100203,San Marcos,28648.694815261988,0.7056460810235713
12100204,Lower Guadalupe,2276.0588242834674,0.1
12100301,Upper San Antonio,101645.49875060629,0.20019872418112103
12100302,Medina,519617.15673070267,0.7673555427019971
12100303,Lower San Antonio,9006.475971513442,0.29229359698545243
12100304,Cibolo,29195.648941725747,0.7908279510728775
12100401,East Matagorda Bay,4533.985612262819,0.21640431966544796
12100402,West Matagorda Bay,2793.3149691861836,0.6245658368779744
12100403,East San Antonio Bay,1396.657484642669,0.8222001573452432
12100404,West San Antonio Bay,0,0.8732982909000934
12100405,0,3844.5484717809727,0.9888702156360105
12100406,Mission,586.2675194706902,0.8822002580218123
12100407,Aransas,3540.1448872616406,0.8684649702895467
12110101,Nueces Headwaters,586.2675194706902,1.097470197097558
12110102,West Nueces,293.13375968576776,1.805209393208868
12110103,Upper Nueces,1172.5350388422255,0.7502821917626374
12110104,Turkey,3847.2858762212445,2.879128423444278
12110105,Middle Nueces,4199.157573728174,0.8221453194994764
12110106,Upper Frio,4723.607272836752,0.8869951265834676
12110107,Hondo,8341.613983406874,1.1526418491236925
12110108,Lower Frio,586.2675194706902,0.25792528980510204
12110109,San Miguel,6549.344186756583,1.6740809406821862
12110110,Atascosa,11013.284877562292,1.3266823902402103
12110111,Lower Nueces,2953.87724682227,0.13453576962006536
12110201,North Corpus Christi Bay,4735.219696838831,0.1
12110202,South Corpus Christi Bay,18940.878787157013,1.1051579659573685
12110203,North Laguna Madre,1183.8049241601302,1.47421721902583
12110204,San Fernando,879.4012791564579,2.143106134190368
12110205,Baffin Bay,4126.412527800167,1.312937934372427
12110206,Palo Blanco,3026.622534885948,3.6295059250049757
12110207,Central Laguna Madre,4353.336770363706,5.658616263971019
12110208,South Laguna Madre,71015.49443077882,0.3071413350044068
13010001,Rio Grande Headwaters,713.3099675363082,0.5082424961216692
13010002,Alamosa-Trinchera,2139.9298420254295,0.8206061300883022
13010003,San Luis,1188.8499256662972,13.88868879337312
13010004,Saguache,475.53995812998886,7.313530553051742
13010005,Conejos,237.76997906499443,0.8577748814734761
13020101,Upper Rio Grande,7499.94152295607,0.584430447410776
13020102,Rio Chama,1896.847820513581,2.2046537813509994
13020201,Rio Grande-Santa Fe,18800.02107680176,0.3322055856250732
13020202,Jemez,7104.720164967364,4.82950730365088
13020203,Rio Grande-Albuquerque,379999.2513598254,0.5698754660363893
13020204,Rio Puerco,7104.720164967364,12.321139850000248
