id,state,state_abb,state_id,county,county_id,operator,ref,name,sqft,lon,lat,type,Map_Location
298126010,Virginia,VA,51,Loudoun County,107,Digital Realty,ACC4,Digital Realty ACC4,294156.0,-77.46254912313509,39.01790179112408,building,"Virginia, Loudoun County"
298127059,Virginia,VA,51,Loudoun County,107,Equinix,DC1,Equinix Ashburn DC1,59757.0,-77.46032653997727,39.01556033255059,building,"Virginia, Loudoun County"
298127361,Virginia,VA,51,Loudoun County,107,Equinix,DC5,Equinix Ashburn DC5,94665.0,-77.46124798163915,39.01598729633223,building,"Virginia, Loudoun County"
298127420,Virginia,VA,51,Loudoun County,107,Equinix,DC11,Equinix Ashburn DC11,132897.0,-77.45880365175543,39.014930750375306,building,"Virginia, Loudoun County"
298242260,Virginia,VA,51,Loudoun County,107,Equinix,DC3,Equinix Ashburn DC3,186227.0,-77.4602871035629,39.021947987272775,building,"Virginia, Loudoun County"
298242335,Virginia,VA,51,Loudoun County,107,Digital Realty,ACC3,Digital Realty ACC3,151562.0,-77.45984179886374,39.01993590507545,building,"Virginia, Loudoun County"
299388896,California,CA,6,Santa Clara County,85,"CoreSite Real Estate 1656 McCarthy, L.P.",SV2,CoreSite SV2,89939.0,-121.91624119521208,37.40568310648505,building,"California, Santa Clara County"
299927846,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD-76,Amazon IAD-76,138071.0,-77.45050945562221,38.99378528168933,building,"Virginia, Loudoun County"
299929061,Virginia,VA,51,Loudoun County,107,Amazon Web Services,Amazon IAD-12,Amazon IAD-12,149598.0,-77.44767141862896,38.98872330810436,building,"Virginia, Loudoun County"
299946152,Virginia,VA,51,Loudoun County,107,QTS Data Centers,QTS Moran (The Vault),,10175.0,-77.44790209132543,38.99463732348248,building,"Virginia, Loudoun County"
300162674,Virginia,VA,51,Loudoun County,107,Digital Realty,ACC5,Digital Realty ACC5,298859.0,-77.4630710105621,39.02011263672102,building,"Virginia, Loudoun County"
300162675,Virginia,VA,51,Loudoun County,107,Digital Realty,ACC6,Digital Realty ACC6,226152.0,-77.46358953091513,39.02106804323565,building,"Virginia, Loudoun County"
300162689,Virginia,VA,51,Loudoun County,107,Lumen Technologies,,Level 3 Ashburn,49022.0,-77.45759526371417,39.0221725562622,building,"Virginia, Loudoun County"
300163083,Virginia,VA,51,Loudoun County,107,NTT,VA1,NTT Ashburn VA1 Data Center,138507.0,-77.45486923381064,39.02276445956019,building,"Virginia, Loudoun County"
300952513,Arizona,AZ,4,Maricopa County,13,Digital Realty,PHX15,Digital Realty Phoenix PHX15,294678.0,-111.88662619785596,33.27497378533701,building,"Arizona, Maricopa County"
300959969,Arizona,AZ,4,Maricopa County,13,H5,Phoenix,H5 Phoenix,50925.0,-111.88590913146852,33.27691083822963,building,"Arizona, Maricopa County"
300959970,Arizona,AZ,4,Maricopa County,13,CyrusOne,PHX1,CyrusOne PHX1,137355.0,-111.88191152923802,33.27085532906607,building,"Arizona, Maricopa County"
300969250,Virginia,VA,51,Loudoun County,107,Equinix,DC13,Equinix DC13,125613.0,-77.47539286797382,39.01253746084649,building,"Virginia, Loudoun County"
300969614,Virginia,VA,51,Loudoun County,107,Digital Realty,IAD14,Digital Realty Northern Virginia IAD14,134503.0,-77.48709346092416,39.00333638342545,building,"Virginia, Loudoun County"
300969615,Virginia,VA,51,Loudoun County,107,Amazon Web Services,,Amazon Web Services Building C,116698.0,-77.48544866796638,39.0027516538968,building,"Virginia, Loudoun County"
300969616,Virginia,VA,51,Loudoun County,107,Digital Realty,IAD12,Digital Realty Northern Virginia IAD12,180268.0,-77.48334543682279,39.00202151463085,building,"Virginia, Loudoun County"
300969617,Virginia,VA,51,Loudoun County,107,Digital Realty,,Digital Realty Building A,133113.0,-77.48195442999278,39.00275464974418,building,"Virginia, Loudoun County"
300969619,Virginia,VA,51,Loudoun County,107,Digital Realty,IAD24,Digital Realty Northern Virginia IAD24,114428.0,-77.48435473615672,39.00429228111817,building,"Virginia, Loudoun County"
300970759,Virginia,VA,51,Loudoun County,107,Databank,IAD1,Databank Ashburn IAD1,144740.0,-77.48213787541992,39.01554879745237,building,"Virginia, Loudoun County"
300970761,Virginia,VA,51,Loudoun County,107,,,Golds Gym Ashburn,54700.0,-77.4832706432986,39.01560147883306,building,"Virginia, Loudoun County"
300974499,Arizona,AZ,4,Maricopa County,13,Apple Inc.,,Apple Data Center,1338261.0,-111.60405623426206,33.34701915860397,building,"Arizona, Maricopa County"
302702428,New York,NY,36,Albany County,1,,,Lumen Albany 4,30404.0,-73.81833864929455,42.735739825314,building,"New York, Albany County"
314032203,Washington,WA,53,Spokane County,63,Lumen Technologies,,Lumen,5324.0,-117.36894427503958,47.60249929560879,building,"Washington, Spokane County"
317466755,Illinois,IL,17,Lake County,97,VISA,,VISA,55001.0,-87.95284650862307,42.216756536018735,building,"Illinois, Lake County"
318069356,New Mexico,NM,35,Santa Fe County,49,SONM,,John F. Simms Building,31727.0,-105.95657515744648,35.672443897309975,building,"New Mexico, Santa Fe County"
321385147,Oregon,OR,41,Crook County,13,Meta,,"Meta Prineville Data Center, phase1",269642.0,-120.88726144669496,44.295883341055145,building,"Oregon, Crook County"
325096144,Oregon,OR,41,Washington County,67,,,Adobe Data Center,89232.0,-122.93181213080427,45.55018168886831,building,"Oregon, Washington County"
328702378,Oregon,OR,41,Washington County,67,,,Stack Infrastructure Portland 2 Data Center,215217.0,-122.89744896301694,45.547311791366376,building,"Oregon, Washington County"
328702750,Oregon,OR,41,Washington County,67,Digital Realty,,Digital Realty PDX10 Data Center,68807.0,-122.89195798239216,45.54761722382476,building,"Oregon, Washington County"
328703598,Oregon,OR,41,Washington County,67,Flexential,,Flexential,41245.0,-122.8908514025637,45.5498209002179,building,"Oregon, Washington County"
328703599,Oregon,OR,41,Washington County,67,Flexential,,Flexential Portland - Hillsboro 1,44088.0,-122.89220172053012,45.55033398642741,building,"Oregon, Washington County"
329551673,Kentucky,KY,21,Jefferson County,111,Flexential,,Flexential Louisville - East,34794.0,-85.50724111669626,38.277197827679295,building,"Kentucky, Jefferson County"
330276516,Kentucky,KY,21,Jefferson County,111,Flexential,,Flexential Louisville - Downtown,36525.0,-85.73335104065765,38.24249601378566,building,"Kentucky, Jefferson County"
334264478,Pennsylvania,PA,42,Philadelphia County,101,,,Terminal Commerce Building,119659.0,-75.16083249176855,39.95980952635984,building,"Pennsylvania, Philadelphia County"
335468616,Washington,WA,53,Spokane County,63,,,TierPoint,14435.0,-117.09593477622664,47.67191686714767,building,"Washington, Spokane County"
336387583,Maryland,MD,24,Baltimore city,510,,,Baltimore Technology Park,30131.0,-76.62552663391301,39.27538391165092,building,"Maryland, Baltimore city"
337126739,Washington,WA,53,King County,33,Sabey,,Intergate Seattle West Building C,19791.0,-122.29440690516353,47.494131187713045,building,"Washington, King County"
337126741,Washington,WA,53,King County,33,Sabey,,Intergate Seattle West Building B,19140.0,-122.29368392327883,47.49307629033908,building,"Washington, King County"
337126742,Washington,WA,53,King County,33,Sabey,,Intergate Seattle West Building A,38547.0,-122.293319807759,47.49214782871075,building,"Washington, King County"
337127817,Washington,WA,53,Grant County,25,,,Vantage WA11,147430.0,-119.81449029306091,47.250164549945126,building,"Washington, Grant County"
337127824,Washington,WA,53,Grant County,25,NTT,,NTT Data Quincy,99760.0,-119.86571157127666,47.24358751309279,building,"Washington, Grant County"
342664739,Iowa,IA,19,Scott County,163,,,Geneseo Communications Inc,53983.0,-90.482409225225,41.550269445823766,building,"Iowa, Scott County"
355926681,Utah,UT,49,Salt Lake County,35,Flexential,,Flexential Salt Lake City - South Valley,30547.0,-111.9860469169242,40.62035188350188,building,"Utah, Salt Lake County"
358455179,California,CA,6,Santa Clara County,85,Apple,,,297948.0,-121.94391134202752,37.36168658658687,building,"California, Santa Clara County"
358946546,California,CA,6,Alameda County,1,,,QES Computers,941.0,-121.90379949999844,37.69947530004345,building,"California, Alameda County"
359930465,Washington,WA,53,King County,33,Equinix,SE3,Equinix SE3 Data Center,12575.0,-122.33974344575807,47.61442272967247,building,"Washington, King County"
362662493,New Jersey,NJ,34,Middlesex County,23,Quality Technology Services,NJ1,QTS Piscataway Data Center,298346.0,-74.48418721626823,40.55716263166983,building,"New Jersey, Middlesex County"
363017375,Maryland,MD,24,Prince George's County,33,,,AiNET,43057.0,-76.92590821703205,39.052822508078144,building,"Maryland, Prince George's County"
364289073,Texas,TX,48,Bexar County,29,Microsoft,,Microsoft,258191.0,-98.69072125219772,29.47821637623101,building,"Texas, Bexar County"
364289074,Texas,TX,48,Bexar County,29,Microsoft,,Microsoft San Antonio,478642.0,-98.6926080915504,29.479925996060704,building,"Texas, Bexar County"
364289077,Texas,TX,48,Bexar County,29,Microsoft,,Microsoft,194916.0,-98.69655923476324,29.48106634167372,building,"Texas, Bexar County"
368724474,Virginia,VA,51,Fairfax County,59,Equinix,DC7,Equinix DC7,79709.0,-77.22055679495352,38.90913922220713,building,"Virginia, Fairfax County"
368724479,Virginia,VA,51,Fairfax County,59,,,Element Critical VA1,20483.0,-77.21974420009786,38.9083675000258,building,"Virginia, Fairfax County"
369452572,Oregon,OR,41,Multnomah County,51,,,Pittock Block,41556.0,-122.68070403612808,45.52154358199719,building,"Oregon, Multnomah County"
369728508,Oregon,OR,41,Washington County,67,,,Data Center,25297.0,-122.87550380152312,45.52668379341888,building,"Oregon, Washington County"
373913881,Texas,TX,48,Collin County,85,,,Cisco Allen,162023.0,-96.66095239322138,33.135980195526706,building,"Texas, Collin County"
373945186,Oregon,OR,41,Crook County,13,Meta,,"Meta Prineville Data Center, phase 2",231830.0,-120.88399838630087,44.29489361961424,building,"Oregon, Crook County"
376627431,Washington,WA,53,Whatcom County,73,CSS Communications,,CSSNW Bellingham,4312.0,-122.48054752807802,48.75726819331372,building,"Washington, Whatcom County"
377032058,Illinois,IL,17,Cook County,31,EdgeConneX,CHI02,EdgeConneX CHI02,64358.0,-87.95256335815348,42.001494373393264,building,"Illinois, Cook County"
377032061,Illinois,IL,17,Cook County,31,Equinix,CH3,Equinix Chicago CH3,135800.0,-87.95521312428228,42.00115870787967,building,"Illinois, Cook County"
377212693,Illinois,IL,17,DuPage County,43,Element Critical,CH2,Element Critical CH2,44358.0,-87.9671757623118,41.97422731222964,building,"Illinois, DuPage County"
377345296,Illinois,IL,17,DuPage County,43,Centersquare,ORD2,Centersquare Elk Grove Village Data Center Campus ORD2,198323.0,-87.95817200961845,41.99204041535668,building,"Illinois, DuPage County"
377545385,Colorado,CO,8,Douglas County,35,Flexential,,Flexential Denver - Englewood,198772.0,-104.83755343632713,39.55897087407264,building,"Colorado, Douglas County"
377585075,Michigan,MI,26,Oakland County,125,,DET01,EdgeConneX Detroit DET01,40574.0,-83.26266713633784,42.447696914234754,building,"Michigan, Oakland County"
379195054,Texas,TX,48,Travis County,453,,,Lumen Austin 3,5068.0,-97.72359737399287,30.261396172131168,building,"Texas, Travis County"
379204279,Texas,TX,48,Travis County,453,,AUS11,Digital Realty Austin AUS11,79985.0,-97.6957806400088,30.21217551197644,building,"Texas, Travis County"
379204643,Texas,TX,48,Travis County,453,,,LightEdge Austin II,86445.0,-97.7070441537442,30.20067632042548,building,"Texas, Travis County"
379204766,Texas,TX,48,Travis County,453,,AUS2,CyrusOne Austin Data Center II,77356.0,-97.69796494527762,30.205929677925717,building,"Texas, Travis County"
379205427,Texas,TX,48,Travis County,453,,,Data Foundry Austin 1 Data Center,50461.0,-97.69607393452048,30.215503976280186,building,"Texas, Travis County"
380282154,Virginia,VA,51,Loudoun County,107,,,VISA Data Center,349987.0,-77.4454155025337,39.04872822028962,building,"Virginia, Loudoun County"
382785871,Texas,TX,48,Travis County,453,,,LightEdge Austin I,30876.0,-97.7126675657396,30.21429715095225,building,"Texas, Travis County"
383545769,Illinois,IL,17,Cook County,31,Skybox,Chicago I,Skybox Chicago I,173618.0,-87.97350859852746,41.99365831690164,building,"Illinois, Cook County"
383728972,California,CA,6,Alameda County,1,Hurricane Electric,fmt1,Hurricane Electric Fremont 1,33640.0,-121.93101654862603,37.4898646167409,building,"California, Alameda County"
383888101,Texas,TX,48,Travis County,453,,,Lumen Austin 1,74722.0,-97.71239983833571,30.196499004972576,building,"Texas, Travis County"
383888914,Texas,TX,48,Travis County,453,,,Data Foundry - Texas 1,137095.0,-97.71378843935518,30.198926082371678,building,"Texas, Travis County"
384310269,California,CA,6,Alameda County,1,Hurricane Electric,fmt2,Hurricane Electric Fremont 2,181268.0,-121.92031059714007,37.471827238512944,building,"California, Alameda County"
384396017,Texas,TX,48,Travis County,453,,,Element Critical,61978.0,-97.69617577010004,30.342800020345656,building,"Texas, Travis County"
384690290,Illinois,IL,17,DuPage County,43,Element Critical,CH1,Element Critical CH1,92076.0,-87.96468543810447,41.97576175006559,building,"Illinois, DuPage County"
387378765,Georgia,GA,13,Gwinnett County,135,Quality Technology Services,,QTS Suwanee Data Center 1,310488.0,-84.06107488394335,34.03538969563108,building,"Georgia, Gwinnett County"
387379196,Georgia,GA,13,Gwinnett County,135,Quality Technology Services,,QTS Suwanee Data Center 2,360379.0,-84.0577034926908,34.03709880816787,building,"Georgia, Gwinnett County"
388148510,Arkansas,AR,5,Pulaski County,119,,,TierPoint Little Rock,31845.0,-92.44472351005184,34.75623579847403,building,"Arkansas, Pulaski County"
390287635,California,CA,6,Santa Clara County,85,Equinix,SV6,Equinix SV6,21678.0,-122.01456250837072,37.39960173949957,building,"California, Santa Clara County"
392324240,Georgia,GA,13,Gwinnett County,135,Flexential,,Flexential Atlanta - Norcross,32309.0,-84.19856192066597,33.95476871472785,building,"Georgia, Gwinnett County"
396296733,Washington,WA,53,Snohomish County,61,Centersquare,SE1,Centersquare Lynnwood SE1,104460.0,-122.3016903104198,47.84181079877675,building,"Washington, Snohomish County"
397914434,Oregon,OR,41,Crook County,13,Apple,,,9228.0,-120.87507749015272,44.28941552511668,building,"Oregon, Crook County"
400540223,Colorado,CO,8,El Paso County,41,Walmart,,Walmart Colorado Data Center,216465.0,-104.7872042037206,38.98575520270597,building,"Colorado, El Paso County"
405034574,Nebraska,NE,31,Douglas County,55,,,Verizon,11836.0,-96.0277741269746,41.33832138450139,building,"Nebraska, Douglas County"
405034584,Nebraska,NE,31,Douglas County,55,,,Verizon,87375.0,-96.02861432583268,41.33843614997798,building,"Nebraska, Douglas County"
408012357,Alabama,AL,1,Madison County,89,Alabama Supercomputer Authority,,George C. Wallace Alabama Supercomputer Center,14919.0,-86.67309882783594,34.73654090277783,building,"Alabama, Madison County"
409296605,Illinois,IL,17,Cook County,31,Digital Realty,ORD12,Digital Realty Chicago ORD12,90165.0,-87.85923594325136,41.92837828612007,building,"Illinois, Cook County"
410408073,Washington,WA,53,Grant County,25,Microsoft,,Microsoft,151246.0,-119.88299787007462,47.23947854795628,building,"Washington, Grant County"
410408074,Washington,WA,53,Grant County,25,Microsoft,,Microsoft,147922.0,-119.88308360926234,47.23857484529072,building,"Washington, Grant County"
414055237,Wyoming,WY,56,Laramie County,21,Microsoft,CYS,Microsoft CYS Datacenter,8372278.0,-104.90530832757888,41.123406942663394,campus,"Wyoming, Laramie County"
417682780,Washington,WA,53,King County,33,,,KOMO Plaza East,45743.0,-122.34815288067006,47.61932493216673,building,"Washington, King County"
417682781,Washington,WA,53,King County,33,,,KOMO Plaza West,20239.0,-122.34859631775392,47.61891975961567,building,"Washington, King County"
421273622,Nebraska,NE,31,Sarpy County,153,Fidelity,,Fidelity,40714.0,-96.08338762268534,41.16546905416773,building,"Nebraska, Sarpy County"
424945736,California,CA,6,Los Angeles County,37,Centurylink,,,71500.0,-118.38631267027333,33.91772905166227,building,"California, Los Angeles County"
424945852,California,CA,6,Los Angeles County,37,Digital Realty,LAX4,DRT LAX12,113310.0,-118.38463005026092,33.915648897459114,building,"California, Los Angeles County"
426586135,Colorado,CO,8,Adams County,1,Google,,Google - Thornton,86059.0,-104.98324467111505,39.92241855755477,building,"Colorado, Adams County"
427068319,California,CA,6,Orange County,59,,,TURBOSQUID,1760.0,-117.92218079293612,33.80966045017171,building,"California, Orange County"
428021796,California,CA,6,Los Angeles County,37,,LAX6,DRT LAX10,66979.0,-118.25751427697324,34.04732574551566,building,"California, Los Angeles County"
428021816,California,CA,6,Los Angeles County,37,,,One Wilshire,43850.0,-118.25554585113647,34.04789230539392,building,"California, Los Angeles County"
429782814,Florida,FL,12,Alachua County,1,University of Florida,1635,UF Research Computing Center,36370.0,-82.29992999372256,29.672591133291228,building,"Florida, Alachua County"
435324552,Virginia,VA,51,Loudoun County,107,CyrusOne,NVA1;NVA2;NVA3,"CyrusOne NVA1, NVA2 & NVA3",265601.0,-77.41452291234778,39.02594651093395,building,"Virginia, Loudoun County"
435518280,Florida,FL,12,Miami-Dade County,86,,,NAP of the Americas,122625.0,-80.19307541186281,25.782378977030262,building,"Florida, Miami-Dade County"
435817145,Virginia,VA,51,Loudoun County,107,CyrusOne,NVA5,CyrusOne NVA5,506947.0,-77.43403366191842,39.02432710094335,building,"Virginia, Loudoun County"
438077632,Iowa,IA,19,Dallas County,49,Microsoft,,Microsoft,39146.0,-93.82494906980828,41.540615955851,building,"Iowa, Dallas County"
438078069,Iowa,IA,19,Polk County,153,Meta,,Facebook Altoona Data Center 1,315400.0,-93.51472775765036,41.6642411277008,building,"Iowa, Polk County"
438078070,Iowa,IA,19,Polk County,153,Meta,,Facebook Altoona Data Center 2,307370.0,-93.5081704115336,41.66553719114288,building,"Iowa, Polk County"
441502816,California,CA,6,Orange County,59,,,Lumen Technologies,85658.0,-117.80580094927475,33.716777907497594,building,"California, Orange County"
444683815,Washington,WA,53,Spokane County,63,Lumen Technologies,,Lumen,25399.0,-117.42000258764048,47.654225584825305,building,"Washington, Spokane County"
450078003,Virginia,VA,51,Culpeper County,47,Equinix,,Equinix CU2,1299936.0,-77.97818714607277,38.454936889103365,campus,"Virginia, Culpeper County"
451497833,New Jersey,NJ,34,Hudson County,17,Evocative,,Evocative Secaucus,101304.0,-74.06804834898094,40.78755018531513,building,"New Jersey, Hudson County"
453969917,Colorado,CO,8,Arapahoe County,5,,,Time Warner Datacenter,33804.0,-104.8603774822199,39.5989600863557,building,"Colorado, Arapahoe County"
453969923,Colorado,CO,8,Arapahoe County,5,,,Time Warner Datacenter,61435.0,-104.86018232055083,39.59993080115642,building,"Colorado, Arapahoe County"
455171103,Texas,TX,48,Travis County,453,,AUS3,CyrusOne Austin Data Center III,189921.0,-97.70111427813652,30.206993743520524,building,"Texas, Travis County"
459188722,New Jersey,NJ,34,Monmouth County,25,Apollo,,Apollo Cable Landing Station,25904.0,-74.10158204974093,40.15704355065649,building,"New Jersey, Monmouth County"
459188725,New York,NY,36,Suffolk County,103,,,Cable & Wireless Cable Landing Station,36746.0,-72.88334530997138,40.84365992460773,building,"New York, Suffolk County"
460050155,Virginia,VA,51,Loudoun County,107,Equinix,DC10,Equinix Ashburn DC10,152397.0,-77.45151283533546,39.02101419483995,building,"Virginia, Loudoun County"
460053028,Virginia,VA,51,Loudoun County,107,Amazon Web Services,,Amazon Web Services Datacenter Complex,1088049.0,-77.45106545332199,39.0265748165722,campus,"Virginia, Loudoun County"
460053030,Virginia,VA,51,Loudoun County,107,Amazon Web Services,,Amazon Web Services,1022344.0,-77.45866189709493,39.02886985735719,campus,"Virginia, Loudoun County"
460056017,Virginia,VA,51,Loudoun County,107,Amazon Web Services,Amazon IAD-61,Amazon IAD-61,151530.0,-77.49198665217473,38.91581328461264,building,"Virginia, Loudoun County"
460056019,Virginia,VA,51,Loudoun County,107,Amazon Web Services,Amazon IAD51,Amazon IAD51,64127.0,-77.43650684069105,38.991413813735,building,"Virginia, Loudoun County"
460056020,Virginia,VA,51,Loudoun County,107,Amazon Web Services,Amazon IAD56,Amazon IAD56,78441.0,-77.43706177436277,38.99056761009465,building,"Virginia, Loudoun County"
460056023,Virginia,VA,51,Loudoun County,107,Amazon Web Services,Amazon IAD-16,Amazon IAD-16,75817.0,-77.44882479290187,38.99069899784283,building,"Virginia, Loudoun County"
460056024,Virginia,VA,51,Loudoun County,107,Amazon Web Services,Amazon IAD-15,Amazon IAD-15,103452.0,-77.44857953268573,38.99169289545036,building,"Virginia, Loudoun County"
460059465,Virginia,VA,51,Prince William County,153,Amazon Web Services,IAD14,Amazon IAD14,118192.0,-77.54821678521621,38.78993178096454,building,"Virginia, Prince William County"
460060340,Virginia,VA,51,Prince William County,153,Amazon Web Services,IAD59,Amazon IAD59,127281.0,-77.54844963730865,38.79222600770481,building,"Virginia, Prince William County"
460060341,Virginia,VA,51,Prince William County,153,Amazon Web Services,IAD52,Amazon IAD52,126699.0,-77.54837196346583,38.79106882111887,building,"Virginia, Prince William County"
460067220,Ohio,OH,39,Licking County,89,Amazon Web Services,,Amazon Web Services Datacenter Complex,1106310.0,-82.75171093377944,40.09388273554784,campus,"Ohio, Licking County"
460067225,Ohio,OH,39,Franklin County,49,Amazon Web Services us-east-2 datacenter,,Amazon AWS: Hilliard Data Center,2578490.0,-83.13425799033122,40.05990219147888,campus,"Ohio, Franklin County"
460070143,Oregon,OR,41,Umatilla County,59,Amazon Web Services,PDX2,Amazon PDX2,133053.0,-119.26777584933068,45.91640356429687,building,"Oregon, Umatilla County"
460070144,Oregon,OR,41,Morrow County,49,Amazon Web Services,PDX4,Amazon Web Services us-west-2,127483.0,-119.65276874957644,45.84100319369004,building,"Oregon, Morrow County"
460070145,Oregon,OR,41,Morrow County,49,Amazon Web Services,PDX50/53,Amazon Web Services us-west-2,267452.0,-119.62988821726834,45.85223533738971,building,"Oregon, Morrow County"
460070147,Oregon,OR,41,Morrow County,49,Amazon Web Services,PDX1,Amazon Web Services us-west-2,103260.0,-119.6305237000272,45.85088075126984,building,"Oregon, Morrow County"
460076753,California,CA,6,Santa Clara County,85,Equinix,SV3,Equinix SV3,109684.0,-121.88842909046672,37.38826955704536,building,"California, Santa Clara County"
460085343,California,CA,6,San Francisco County,75,Digital Realty,,365 Main Street Data Center,39318.0,-122.39046904827536,37.788731036335975,building,"California, San Francisco County"
460087665,Oregon,OR,41,Crook County,13,Meta,,Facebook Prineville Datacenter,15867920.0,-120.88580226575772,44.29782359645281,campus,"Oregon, Crook County"
460089167,North Carolina,NC,37,Rutherford County,161,Meta,FRC,Meta Forest City datacenter,241126.0,-81.82213877550394,35.3142312569782,building,"North Carolina, Rutherford County"
460089168,North Carolina,NC,37,Rutherford County,161,Meta,FRC,Meta Forest City datacenter,244176.0,-81.82632689449466,35.31737236865608,building,"North Carolina, Rutherford County"
460159925,California,CA,6,Santa Clara County,85,NTT Limited,,,75249.0,-121.88929689106432,37.40390424000007,building,"California, Santa Clara County"
460159928,California,CA,6,Santa Clara County,85,Centurylink,,,83921.0,-121.96982954691394,37.37043804478318,building,"California, Santa Clara County"
460159955,California,CA,6,Santa Clara County,85,Vantage,,,75686.0,-121.97250520730036,37.371778697164096,building,"California, Santa Clara County"
460167186,Washington,WA,53,Douglas County,17,Sabey Data Centers,,Intergate Columbia B,192887.0,-120.1874901793035,47.407163625794176,building,"Washington, Douglas County"
460167187,Washington,WA,53,Douglas County,17,Sabey Data Centers,,Intergate Columbia A,262378.0,-120.189293555665,47.40871425585381,building,"Washington, Douglas County"
460167190,Washington,WA,53,Douglas County,17,,,Intergate Columbia,2771098.0,-120.19173054919484,47.40758787947685,campus,"Washington, Douglas County"
460175672,Virginia,VA,51,Loudoun County,107,Amazon Web Services,,AWS Building E,153355.0,-77.48561242978808,39.00505158640794,building,"Virginia, Loudoun County"
460177088,New Jersey,NJ,34,Passaic County,31,Digital Realty,EWR20,Digital Realty New Jersey EWR20,29614.0,-74.12674913164861,40.82992945585005,building,"New Jersey, Passaic County"
460182320,New Jersey,NJ,34,Somerset County,35,CyrusOne,,CyrusOne Somerset,318583.0,-74.54565865822578,40.537986381868514,building,"New Jersey, Somerset County"
460182335,New Jersey,NJ,34,Somerset County,35,,,BNY Mellon Somerset,121002.0,-74.5534089707814,40.53601964911133,building,"New Jersey, Somerset County"
460182337,New Jersey,NJ,34,Somerset County,35,Digital Realty,,,125668.0,-74.55554039982248,40.53753835259997,building,"New Jersey, Somerset County"
460182351,New Jersey,NJ,34,Passaic County,31,Digital Realty,EWR21,Digital Realty New Jersey EWR21,71645.0,-74.12451439724032,40.83058580151704,building,"New Jersey, Passaic County"
460212563,California,CA,6,Los Angeles County,37,Centurylink,,,43140.0,-118.34378887471212,34.19986910792885,building,"California, Los Angeles County"
463571875,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD78,Amazon IAD78,147979.0,-77.44952022668694,39.02636804262541,building,"Virginia, Loudoun County"
463571876,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD79,Amazon IAD79,148678.0,-77.45087034712718,39.026357370464034,building,"Virginia, Loudoun County"
464371693,California,CA,6,Napa County,55,,,Kaiser Data Center,162791.0,-122.2730981200017,38.25408513543555,building,"California, Napa County"
465032380,Texas,TX,48,Dallas County,113,Dallas County Elections Department,,,88881.0,-96.87839306215344,32.83796688361756,building,"Texas, Dallas County"
465062052,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD87,Amazon IAD87,147390.0,-77.44116774003696,38.99181366629844,building,"Virginia, Loudoun County"
465062053,Virginia,VA,51,Loudoun County,107,Amazon Web Services,Amazon IAD88,Amazon IAD88,147468.0,-77.4418704880024,38.99096434751658,building,"Virginia, Loudoun County"
468707940,Arizona,AZ,4,Maricopa County,13,,,Stream Data Centers PHX-1,413250.0,-112.35998844515764,33.41949068772326,building,"Arizona, Maricopa County"
471691760,Oregon,OR,41,Washington County,67,Flexential,,Flexential Portland - Hillsboro 2,214259.0,-122.9170917847504,45.558285521867774,building,"Oregon, Washington County"
472761713,New Jersey,NJ,34,Bergen County,3,nyse,,NYSE Data Center,200804.0,-74.15291807503209,41.078302339181775,building,"New Jersey, Bergen County"
472954201,California,CA,6,Los Angeles County,37,,,AT&T,17388.0,-118.11402444850232,34.57998399250564,building,"California, Los Angeles County"
480762078,Oregon,OR,41,Clackamas County,5,,,Juniper,24854.0,-122.76587362101382,45.31873065187944,building,"Oregon, Clackamas County"
483307714,Texas,TX,48,Collin County,85,,,Tierpoint Dallas-Allen,30651.0,-96.65737558964425,33.137934223084564,building,"Texas, Collin County"
487170215,Texas,TX,48,Harris County,201,DXC Technology,,,352246.0,-95.86367622394388,30.018697853415755,building,"Texas, Harris County"
490997243,Virginia,VA,51,Prince William County,153,Amazon Web Services,IAD73,Amazon IAD73,146162.0,-77.55909921912576,38.77797945837827,building,"Virginia, Prince William County"
490997244,Virginia,VA,51,Prince William County,153,Amazon Web Services,IAD74,Amazon IAD74,147480.0,-77.55789122919084,38.77743693462092,building,"Virginia, Prince William County"
491914767,Ohio,OH,39,Cuyahoga County,35,,,H5 Data Center,71439.0,-81.6835984766603,41.50635749142958,building,"Ohio, Cuyahoga County"
497151852,Florida,FL,12,Duval County,31,,,Cologix Jacksonville JAX1,30201.0,-81.66242566977944,30.33142981885114,building,"Florida, Duval County"
499403180,Washington,WA,53,Grant County,25,Microsoft,,Microsoft,148589.0,-119.8873312624848,47.23952278370509,building,"Washington, Grant County"
499403181,Washington,WA,53,Grant County,25,Microsoft,,Microsoft,148081.0,-119.88737457776084,47.23858947281029,building,"Washington, Grant County"
500820007,Texas,TX,48,Tarrant County,439,Meta,,Facebook Fort Worth Datacenter,634395.0,-97.25934313221772,32.98378403788744,building,"Texas, Tarrant County"
502927599,Kansas,KS,20,Johnson County,91,,,Data Center Lenexa,44552.0,-94.7702895910638,38.925170070286725,building,"Kansas, Johnson County"
507673418,Texas,TX,48,Denton County,121,,,CITIGROUP TECHNOLOGY INC,242536.0,-97.24529013457187,33.00638147848431,building,"Texas, Denton County"
